EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_NAME,EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_ID,EF_W_EQUIP_LEAKS_ONSHORE.REPORTING_YEAR,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_NUM,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_DESC,EF_W_EQUIP_LEAKS_ONSHORE.INDUSTRY_SEGMENT,EF_W_EQUIP_LEAKS_ONSHORE.LOCATION,EF_W_EQUIP_LEAKS_ONSHORE.SOURCE_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.AVERAGE_TIME_OPERATIONAL,EF_W_EQUIP_LEAKS_ONSHORE.CO2_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.CH4_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_CALC_METHOD,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_PRESENT,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_EAST,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_WEST,EF_W_EQUIP_LEAKS_ONSHORE.EMISSION_SRC_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.SERVICE_TYPE
Diamondback E&P LLC,1009434,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,336,,,,
Diamondback E&P LLC,1009434,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Gulf Coast Facility,1008714,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,299,,,,
Gulf Coast Facility,1008714,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,323,,,,
Gulf Coast Facility,1008714,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Heater-treater,No,0,,,,
Gulf Coast Facility,1008714,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Header,No,0,,,,
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,12,,,,
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,16,,,,
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,5,,,,
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,3,,,,
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Wellhead,Yes,693,,,,
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Separators,Yes,381,,,,
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Heater-treater,Yes,19,,,,
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Header,Yes,621,,,,
Samson Resources 260 East Texas Basin,1008850,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,17,,,,
Samson Resources 260 East Texas Basin,1008850,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,36,,,,
Samson Resources 260 East Texas Basin,1008850,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,3,,,,
Samson Resources 260 East Texas Basin,1008850,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Equinor USA Onshore Properties - APB Basin 160A,1011688,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Equinor USA Onshore Properties - APB Basin 160A,1011688,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Equinor USA Onshore Properties - APB Basin 160A,1011688,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Equinor USA Onshore Properties - APB Basin 160A,1011688,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Parallel Energy-360-Anadarko,1005728,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Parallel Energy-360-Anadarko,1005728,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Parallel Energy-360-Anadarko,1005728,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Parallel Energy-360-Anadarko,1005728,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Oxy Permian Basin - 430,1008141,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,13106,,,,
Oxy Permian Basin - 430,1008141,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,3029,,,,
Oxy Permian Basin - 430,1008141,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,384,,,,
Oxy Permian Basin - 430,1008141,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,3003,,,,
Seneca East Facilities,1009301,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 2,Wellhead,Yes,866,,,,
Seneca East Facilities,1009301,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 2,Separators,Yes,595,,,,
Seneca East Facilities,1009301,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Heater-treater,No,,,,,
Seneca East Facilities,1009301,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Header,No,,,,,
JMA Energy 360,1008411,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,23,,,,
JMA Energy 360,1008411,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,23,,,,
JMA Energy 360,1008411,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,23,,,,
JMA Energy 360,1008411,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,465,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,94,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Header,Yes,465,,,,
SK Plymouth LLC Anadarko Basin,1011752,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,117,,,,
SK Plymouth LLC Anadarko Basin,1011752,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,163,,,,
SK Plymouth LLC Anadarko Basin,1011752,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,0,,,,
SK Plymouth LLC Anadarko Basin,1011752,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,127,,,,
Indigo Resources LLC,1011848,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Indigo Resources LLC,1011848,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Indigo Resources LLC,1011848,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Indigo Resources LLC,1011848,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Atlas 160/Appalachia Basin - Ohio,1008483,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Atlas 160/Appalachia Basin - Ohio,1008483,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Atlas 160/Appalachia Basin - Ohio,1008483,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Atlas 160/Appalachia Basin - Ohio,1008483,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Whiting Oil and Gas Corporation 507 Central Western Overthrust,1009183,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Whiting Oil and Gas Corporation 507 Central Western Overthrust,1009183,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Whiting Oil and Gas Corporation 507 Central Western Overthrust,1009183,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Whiting Oil and Gas Corporation 507 Central Western Overthrust,1009183,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,17,,,,
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,24,,,,
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,8,,,,
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,220,,,,
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,219,,,,
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
White Knight 420 Fort Worth Syncline,1012014,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,146,,,,
White Knight 420 Fort Worth Syncline,1012014,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,139,,,,
White Knight 420 Fort Worth Syncline,1012014,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
White Knight 420 Fort Worth Syncline,1012014,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,29,,,,
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,21,,,,
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,18,,,,
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
